21       3,6,16,20,23,26,30,32,34,36,37,38,40,41,42,35,31,29,28,25,25,24,24,23,23,23,22,21,19,16,11,12,13,13,14,14,15,15,16,16,17,17,25,27,26,20,19,17,17,16,16,15,16,15,15,16,15,15,16,15,15,16,16,15,15,16,15,16,16,16,16,16,16,16,16,16,17,17,18,19,27,43,46,46,45,45,46,46,46,46,46,44,0,7,16,22,27,30,36,41,43,43,46,48,49,52,55,53,52,52,55,55,54,50,49,48,49,53,52,51,50,50,52,49,49,51,51,53,55,59,57,55,54,51,48,46,42,40,35
22       6,7,2,4,31,33,34,35,37,38,39,40,41,40,24,23,22,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,22,20,22,24,27,43,42,41,40,39,38,37,36,33,30,14,0,0,10,84,86,87,87,87,87,87,87,87,84,22,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,22,24,23,24,25,25,28,32,84,82,81,79,77,73,71,69,65,59
23       12,18,31,36,35,37,38,38,39,40,41,41,42,26,23,22,21,21,21,20,20,20,20,20,20,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22,23,26,33,43,42,41,40,39,38,37,35,33,29,0,0,0,69,88,89,90,90,90,90,89,89,90,88,24,22,22,22,22,22,21,21,20,20,20,22,22,22,21,20,22,23,24,23,24,28,29,33,89,88,86,85,81,78,77,74,69
24       0,0,3,5,7,9,11,13,15,17,18,19,19,19,19,18,17,17,17,16,16,16,16,15,15,15,15,14,14,14,14,14,13,14,21,24,28,32,33,35,36,38,39,41,41,42,42,39,34,31,29,27,25,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,23,23,22,24,25,26,29,32,36,42,40,40,38,36,34,32,30,28,26,21,0,0,20,31,38,43,48,52,56,59,62,65,68,70,67,53,51,50,49,48,48,44,44,43,43,43,42,42,44,44,45,44,44,43,41,41,43,61,58,54,49,47,46,44,42,39,35
25       0,0,3,5,8,10,12,14,16,18,19,20,21,21,20,19,18,18,18,17,17,16,16,15,15,16,15,16,15,14,15,14,14,25,26,30,32,33,35,37,38,39,40,41,43,43,37,33,31,29,27,26,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,26,26,27,30,31,34,41,41,40,39,37,36,34,32,29,27,23,19,14,0,0,31,39,44,48,52,56,59,61,64,67,69,71,54,53,52,51,51,51,49,47,47,46,44,44,44,44,45,45,44,42,41,41,39,42,56,53,48,46,45,43,41,38,36,32,28,22,0
26       0,0,0,0,0,4,8,10,12,15,17,18,18,19,20,20,20,19,18,17,17,17,16,16,16,16,15,15,15,14,15,14,14,14,13,22,25,29,34,35,36,38,39,40,41,42,42,44,37,33,30,29,28,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,25,25,25,25,27,27,29,29,32,33,42,40,39,38,36,34,31,29,27,23,19,14,18,30,38,43,48,51,55,58,60,64,66,68,70,53,53,50,50,50,48,47,46,45,44,44,44,43,42,42,42,40,40,40,41,39,42,56,56,49,47,45,44,42,40,37,34,30,26
27       0,0,0,2,38,42,44,44,43,43,43,43,43,43,43,42,15,13,13,12,12,12,12,12,12,11,11,11,12,12,13,13,23,31,33,37,38,39,40,41,41,42,43,43,36,32,29,27,22,16,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,17,22,24,25,24,24,26,27,29,30,32,33,34,37,40,38,37,35,33,30,28,26,22,18,12,0,49,54,57,59,59,63,64,65,66,68,67,63,51,45,44,41,40,39,37,36,35,35,35,35,35,35,36,38,39,40,42,42,45,60,65,64,63,61,60,58,56,52,48,36,28,19,0
28       0,0,23,29,31,33,34,36,37,38,39,29,25,22,22,21,21,20,19,19,18,19,19,19,19,19,19,19,19,19,20,19,20,20,20,21,21,24,38,39,38,38,38,38,39,40,41,41,25,21,21,20,21,20,20,19,19,19,19,19,19,19,19,19,19,19,18,18,19,19,19,19,19,20,20,19,20,21,21,23,27,41,40,39,38,37,36,34,32,28,0,0,0,16,53,87,88,88,88,88,88,88,88,64,43,30,29,29,29,28,28,27,27,28,28,28,29,28,28,28,29,30,31,34,34,38,42,47,60,72,78,76,70,66,61,54,45,36,20
29       0,0,4,7,9,11,13,15,16,17,18,18,18,17,17,17,17,16,16,16,15,15,15,14,15,14,14,14,14,13,14,13,14,15,28,31,33,35,37,38,39,40,42,43,43,40,33,30,30,29,27,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,27,29,29,31,33,37,41,40,39,37,35,33,31,29,26,23,18,11,0,27,35,41,46,50,53,56,59,62,65,67,69,53,51,51,49,48,49,47,44,44,43,41,40,40,40,41,41,41,41,41,42,41,43,61,58,54,50,48,46,44,42,40,37,33,28,19
30       0,0,4,6,9,11,13,15,17,19,19,18,18,18,18,18,16,16,16,16,16,16,15,15,14,14,14,14,14,14,13,15,23,27,30,32,34,36,37,38,39,41,41,42,43,38,35,31,29,28,27,25,25,25,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,24,25,25,26,28,30,31,35,42,41,39,38,36,34,33,31,29,25,22,18,10,0,37,43,47,51,54,57,60,63,66,67,70,55,52,52,51,50,50,51,48,46,44,44,44,44,43,44,42,42,42,44,43,43,45,59,56,53,50,48,46,43,41,37,35,30,24,7,0
31       0,0,0,29,33,35,36,38,39,39,40,41,42,25,23,22,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,21,21,20,20,20,20,20,19,19,20,20,20,20,21,22,22,23,26,42,41,41,40,39,38,37,35,33,0,0,87,89,89,89,89,89,89,89,89,89,21,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,21,21,22,24,26,27,77,84,83,82,80,77,75,72,68,63,26
32       0,5,8,10,12,14,15,16,16,16,15,15,15,14,14,14,14,13,13,14,13,13,13,15,13,12,12,12,12,11,12,11,23,27,29,32,33,35,36,37,38,39,40,35,31,29,27,25,25,23,22,22,22,22,21,21,21,22,24,25,24,25,25,28,25,25,26,27,28,28,27,26,27,29,31,33,29,28,33,37,38,37,36,34,32,30,28,28,26,23,15,0,33,41,48,54,56,59,60,63,68,69,52,50,48,47,47,45,45,44,42,41,40,38,38,38,42,47,51,50,51,52,52,47,35,39,54,50,49,47,47,43,39,35,33,29,18,0,0
33       2,7,5,12,19,20,23,24,32,39,40,41,41,25,22,22,22,21,21,20,20,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,22,22,22,22,21,21,21,21,21,21,21,22,22,22,22,23,24,25,41,42,41,41,40,39,38,36,35,32,0,45,88,89,89,89,89,89,89,89,89,89,22,20,20,19,19,19,18,18,19,18,17,17,17,16,15,15,15,14,15,16,18,20,21,27,84,83,83,82,80,78,75,70,66,62,24
34       34,41,42,42,42,42,42,42,42,42,42,41,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,25,31,32,33,34,35,36,37,38,38,39,40,34,29,26,21,16,13,12,12,11,11,11,11,11,10,10,10,10,10,10,10,12,14,20,22,23,23,22,24,24,23,25,25,27,28,30,34,36,39,37,36,35,33,31,29,27,23,20,0,0,2,6,11,58,62,65,66,67,71,73,74,74,69,67,44,41,40,38,36,37,36,35,34,35,35,36,37,37,39,40,42,43,46,50,58,65,64,63,61,59,57,53,51,46,39
35       3,5,8,10,12,14,16,17,18,18,18,18,18,17,16,16,16,15,15,15,15,14,14,13,14,13,14,13,13,12,13,23,26,30,31,34,36,36,37,38,39,40,40,41,43,38,33,30,28,26,25,23,22,23,22,22,22,22,22,22,22,22,22,22,22,21,21,20,20,20,21,22,23,22,24,25,27,29,32,33,41,39,39,37,35,34,32,30,27,24,21,17,0,0,15,33,40,45,50,54,57,60,63,66,69,72,56,53,53,53,52,52,49,49,48,46,44,44,44,44,43,43,42,42,42,41,41,42,41,55,57,53,52,49,46,43,40,37,33
36       0,40,42,43,43,44,44,44,44,44,44,43,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,22,30,31,33,34,36,37,37,38,38,39,40,33,29,25,19,15,12,12,12,12,12,12,11,11,11,11,11,11,11,11,13,19,21,22,22,23,22,23,23,24,24,25,31,34,35,40,38,38,36,34,33,31,29,27,24,20,16,10,0,8,13,57,61,63,65,67,68,69,69,70,66,64,62,43,41,40,39,38,37,36,36,36,36,36,36,38,38,38,39,40,42,45,51,63,62,60,59,57,53,50,47,43,36,27,6,0
37       15,41,43,43,43,43,43,43,43,43,43,42,12,12,12,12,11,11,11,12,12,12,12,12,12,12,12,11,13,21,28,31,33,35,37,38,39,40,40,41,42,42,34,30,27,24,19,15,11,11,12,11,11,11,11,12,12,11,11,11,11,11,11,10,10,14,18,19,20,21,22,22,22,24,25,26,28,29,38,40,39,37,35,33,31,29,27,25,21,15,7,0,37,55,58,61,62,63,66,67,68,70,66,61,43,40,40,40,38,38,38,38,39,38,37,37,37,35,35,36,37,38,39,40,42,52,65,63,62,60,58,56,53,51,46,39,13,0,0
38       0,0,0,24,28,30,32,34,35,36,37,38,30,24,21,21,20,20,19,19,19,19,18,18,18,18,18,18,18,18,19,19,20,19,20,20,21,21,24,29,38,37,37,37,37,38,39,39,40,24,20,20,19,19,19,18,18,18,18,17,18,19,19,19,19,19,19,19,18,18,18,18,18,18,19,18,19,19,20,20,23,29,41,40,39,38,37,36,34,31,27,0,0,85,87,88,88,88,88,88,88,88,34,30,30,29,27,27,27,27,27,27,27,27,27,29,29,29,29,31,32,33,35,37,41,45,53,72,79,77,71,67,62,56,48,39,15,0,0
39       0,10,17,19,20,23,25,28,31,33,35,37,38,31,27,26,24,24,23,21,22,22,20,20,20,20,20,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,25,26,26,25,24,23,23,24,24,25,25,23,21,20,20,20,20,20,20,20,20,20,20,20,21,22,23,24,24,25,26,28,40,38,37,35,34,32,29,26,24,20,15,8,60,65,69,72,74,76,78,79,80,82,34,31,30,28,28,26,24,24,24,24,24,24,24,24,23,23,23,23,24,26,31,34,39,59,81,80,78,77,75,72,69,66,61,56,34,0,0
40       0,0,16,30,34,35,37,38,39,40,41,42,35,24,23,21,20,20,21,20,20,20,20,20,21,21,21,20,20,20,20,20,20,20,20,21,21,21,20,20,20,20,20,20,20,20,20,20,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,22,22,24,39,42,41,40,39,38,37,36,34,31,27,0,0,14,86,87,88,88,88,88,88,88,88,85,22,21,21,21,22,21,21,21,21,21,21,21,22,22,22,22,22,21,21,22,22,24,25,28,82,82,80,78,76,74,72,70,66,61,3
41       21,27,29,35,37,38,39,40,41,42,42,26,23,22,21,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,20,21,21,21,23,25,42,41,41,40,39,38,37,36,34,27,0,0,15,90,91,91,91,91,92,92,92,92,38,22,21,21,21,21,21,21,21,21,21,21,20,20,20,19,19,20,21,19,21,22,23,24,28,87,86,84,82,80,78,76,72,69,63
42       3,6,9,11,15,16,16,17,18,18,18,18,18,17,17,17,16,16,16,16,15,15,14,14,14,14,13,14,13,14,13,13,16,25,29,31,32,35,36,37,40,40,40,40,41,41,43,34,31,29,27,25,23,23,22,21,21,21,21,21,22,22,22,21,21,21,21,21,21,21,21,21,21,21,23,23,24,25,27,31,35,39,39,39,37,35,33,31,29,26,22,18,0,0,0,31,40,45,50,54,57,60,63,66,69,72,58,50,50,49,50,49,48,47,46,44,44,45,45,46,45,43,44,44,44,44,43,41,43,63,59,54,50,48,46,45,40,36,32
43       40,42,42,43,43,43,43,43,42,42,41,33,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,30,33,34,36,37,38,39,39,40,40,41,35,31,27,24,20,17,11,11,10,10,10,11,11,11,11,10,10,10,10,10,10,10,10,10,12,18,19,21,22,22,22,22,22,24,25,30,31,33,40,38,38,36,34,32,32,30,28,27,24,18,0,2,7,53,58,62,63,64,67,68,70,71,71,64,45,42,42,41,38,37,36,36,35,35,36,36,35,36,38,39,40,40,40,42,44,48,67,65,65,63,60,58,55,53,47,37,7
44       0,0,10,12,12,13,14,14,14,14,15,15,15,16,17,17,17,18,18,18,19,19,19,20,20,21,21,21,22,22,23,23,23,24,25,23,23,23,23,23,23,23,22,22,23,24,23,22,22,23,23,23,22,22,24,23,23,22,22,23,24,24,30,31,35,36,37,37,37,38,38,39,39,39,39,40,40,25,23,22,23,23,25,25,23,24,23,24,24,23,23,19,0,0,6,12,17,23,27,33,38,43,48,54,58,61,60,61,64,72,71,68,63,60,53,48,48,51,55,60,64,67,70,67,64,59,61,61,58,52,47,42,38,32,26,21,15,10,4
45       0,0,0,14,19,23,25,29,31,33,35,37,37,34,30,28,25,24,23,23,23,22,22,22,22,21,21,21,21,21,22,21,21,21,23,23,23,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,21,21,21,20,20,20,20,20,20,20,21,22,22,23,24,25,25,27,30,30,35,38,37,35,33,31,29,27,24,20,15,0,22,58,64,67,70,73,75,77,79,81,82,64,31,28,27,25,26,25,23,22,22,21,20,20,20,20,22,22,22,24,25,24,26,28,31,76,82,81,79,77,75,73,69,66,62,56
46       0,0,0,41,43,43,43,43,43,43,43,43,43,42,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,21,28,33,35,36,37,38,39,40,41,41,42,36,32,29,26,20,17,13,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,15,17,21,23,23,23,23,24,25,24,26,27,28,30,42,41,40,38,37,35,33,31,28,26,23,19,0,8,53,58,60,62,64,66,68,68,70,70,69,46,42,40,38,37,36,36,35,35,35,35,35,35,35,36,36,36,36,38,40,40,43,47,66,64,62,60,58,56,54,51,46,32,26
47       41,43,43,43,43,43,43,43,43,42,41,12,11,11,11,11,11,11,11,11,10,10,10,10,10,10,11,11,11,11,11,23,27,29,30,32,33,34,35,36,37,37,38,39,33,30,26,22,17,12,12,12,12,11,11,10,10,10,10,10,10,10,10,10,15,19,20,21,22,21,21,23,22,22,24,25,26,29,37,40,39,38,37,36,34,33,31,28,26,23,21,17,0,0,0,6,29,61,64,66,67,70,71,71,72,71,69,52,44,42,42,41,40,39,38,38,38,37,37,37,38,39,39,39,39,41,42,46,50,64,63,61,59,57,54,52,47,43,36
48       0,3,3,5,8,10,12,14,16,17,18,18,18,18,16,16,16,15,15,15,15,14,15,15,14,13,14,14,14,13,13,17,23,27,30,32,33,33,35,36,37,38,40,41,41,42,43,34,32,29,27,27,25,23,23,23,22,21,21,22,22,22,22,21,21,21,21,21,21,21,22,22,23,23,23,25,25,26,28,36,41,42,41,39,37,36,34,32,30,28,24,21,0,4,30,38,44,48,52,56,60,62,66,68,70,59,52,51,49,49,49,48,45,47,47,47,47,47,46,43,42,43,44,44,41,41,42,42,45,57,52,50,48,46,44,42,39,37,32
49       0,17,41,42,42,42,42,42,42,42,42,42,15,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,30,33,35,36,37,38,38,38,40,42,35,32,27,23,19,15,12,12,12,11,11,11,11,11,10,10,10,10,10,21,22,24,24,23,23,23,23,24,26,26,24,24,30,32,32,36,38,38,36,34,34,32,29,27,24,20,16,2,8,7,14,24,61,65,66,69,70,71,73,73,72,68,68,44,40,36,36,35,37,35,35,33,33,32,32,33,34,36,36,38,38,41,45,55,63,62,60,59,57,54,51,49,45,37
