53       0,11,38,41,18,0,10,61,51,48,64,21,37,49,0,0,45,48,45,40,0,0,32,52,33,53,4,2,50,38,3,58,61,60,61,6,27,61,28,28,61,27,48,33,0,0,35,52,56,24,0,0,27,56,49,38,0,0,41,46,22,64,44,45,63,18,0,19,32,32,16,0
54       14,19,56,64,43,3,18,64,45,37,62,39,42,51,0,0,31,56,48,40,0,0,24,56,48,40,0,0,24,56,48,40,0,0,24,56,48,40,0,0,24,56,48,40,0,0,24,56,48,40,0,0,24,56,43,54,5,1,45,52,13,63,63,60,63,19,0,13,32,32,14,0
55       39,64,64,64,64,45,40,59,32,32,32,23,40,48,0,0,0,0,40,49,7,14,1,0,40,64,64,64,57,10,30,61,28,20,58,47,0,0,0,0,28,56,0,0,0,0,24,56,22,24,0,0,25,56,43,56,7,2,48,49,13,61,64,64,63,17,0,9,31,31,11,0
56       41,48,42,34,24,5,56,43,30,43,58,8,56,22,0,0,46,35,56,24,0,0,36,39,56,30,8,21,61,20,55,64,64,64,58,2,51,27,0,7,51,31,51,24,0,0,32,40,48,24,0,0,32,40,48,24,0,0,40,38,48,57,48,52,61,11,17,24,24,24,6,0
57       21,40,29,57,10,0,0,11,61,55,10,0,1,52,58,6,0,0,22,64,19,0,0,0,45,64,56,53,23,0,61,64,45,55,64,18,64,31,0,3,56,42,64,24,0,0,48,48,64,24,0,0,48,47,60,46,6,16,60,36,27,64,64,64,58,8,0,19,32,31,6,0
58       0,0,15,55,10,0,0,11,61,58,13,0,0,50,59,8,0,0,21,64,21,0,0,0,44,64,57,51,19,0,60,64,50,56,63,17,64,35,0,3,55,47,64,24,0,0,40,56,64,25,0,0,40,56,59,47,7,8,56,45,25,64,64,64,61,13,0,17,32,31,9,0
59       20,40,40,33,13,2,40,53,36,44,61,13,40,32,0,0,36,46,40,32,0,0,24,54,40,33,0,5,51,37,40,64,64,64,64,10,40,41,16,17,50,41,40,32,0,0,20,56,40,32,0,0,16,56,40,32,0,0,24,54,40,55,40,41,61,29,19,32,32,32,19,0
60       0,16,39,37,15,0,21,64,56,57,63,16,47,48,1,1,48,46,56,32,0,0,32,56,56,32,0,0,32,56,56,32,0,0,32,56,56,32,0,0,32,56,56,32,0,0,32,56,56,32,0,0,32,56,51,45,2,2,47,54,21,64,62,59,64,26,0,18,32,32,22,0
61       28,44,40,40,40,27,48,61,48,53,56,38,48,40,0,0,0,0,48,42,0,0,0,0,48,59,55,60,35,1,44,64,41,39,64,32,0,10,0,0,40,53,0,0,0,0,36,56,22,15,0,0,40,56,53,48,1,3,53,47,24,64,59,60,63,17,0,18,32,32,15,0
62       29,48,46,43,31,0,40,45,24,29,61,21,40,32,0,0,29,50,48,32,0,0,28,52,48,41,16,22,58,27,48,64,64,64,64,10,48,30,0,1,40,44,48,32,0,0,24,56,48,32,0,0,24,54,48,26,0,1,35,32,48,63,56,57,58,8,11,16,16,16,4,0
63       0,0,3,37,15,0,0,1,47,63,24,0,0,31,64,21,0,0,7,60,37,0,0,0,29,64,55,53,31,0,44,64,51,48,64,27,55,49,3,0,44,53,56,43,0,0,32,56,56,45,0,0,33,56,48,55,19,19,57,49,15,61,64,64,61,14,0,6,28,28,6,0
64       11,39,46,48,28,0,19,64,47,41,63,28,43,42,0,0,36,54,48,32,0,0,29,56,48,32,0,0,32,56,50,32,0,0,32,56,50,32,0,0,32,56,48,32,0,0,32,56,51,32,0,0,32,56,42,53,5,5,51,43,11,60,64,64,59,12,0,6,25,26,6,0
65       0,0,3,45,20,0,0,2,49,63,30,0,0,32,64,22,0,0,5,61,38,0,0,0,30,64,57,52,24,0,45,64,54,53,64,25,55,43,0,1,51,53,56,32,0,0,35,56,59,34,0,0,37,56,49,57,14,17,56,50,14,61,64,64,63,18,0,9,29,27,9,0
66       48,56,58,50,17,0,56,29,16,25,62,11,56,16,0,0,39,37,56,16,0,0,39,37,56,29,16,28,62,13,56,60,56,61,60,5,56,17,0,2,50,34,56,16,0,0,32,40,56,16,0,0,32,40,56,16,0,0,44,37,56,53,48,52,61,11,20,28,32,29,8,0
67       0,28,62,58,38,1,22,63,33,30,61,35,46,43,0,0,31,56,48,40,0,0,24,56,48,40,0,0,24,56,48,40,0,0,24,56,48,40,0,0,24,56,48,40,0,0,20,56,45,43,0,0,17,56,35,58,6,0,40,55,7,58,62,58,64,26,0,7,32,32,15,0
68       0,25,45,40,23,0,30,63,44,49,63,19,53,32,0,0,50,45,56,24,0,0,32,48,56,24,0,0,32,49,56,24,0,0,32,56,56,26,0,0,32,56,56,32,0,0,32,56,56,32,0,0,32,56,50,49,4,1,46,45,19,63,59,53,64,21,0,16,32,32,18,0
69       0,19,39,45,16,0,31,64,51,57,63,16,58,35,0,3,56,36,64,24,0,0,43,40,64,30,0,0,40,40,64,24,0,0,40,45,60,24,0,0,40,45,56,24,0,0,40,48,56,24,0,0,40,42,52,47,1,1,53,36,24,64,58,54,61,10,0,20,32,32,10,0
70       0,0,17,21,0,0,0,2,61,63,2,0,0,11,64,64,14,0,0,22,64,64,28,0,0,34,63,63,40,0,0,49,49,52,53,0,0,60,35,38,64,2,8,64,23,24,64,14,23,64,53,59,64,26,37,62,40,41,63,38,47,51,0,0,53,51,25,18,0,0,20,25
71       0,4,24,25,8,0,9,58,60,61,61,10,37,50,2,5,57,36,45,40,0,0,45,40,35,56,4,6,58,26,5,62,61,61,61,2,28,59,21,25,63,26,51,34,0,0,42,45,56,28,0,0,37,45,45,47,3,4,57,29,11,60,61,63,49,2,0,3,20,17,1,0
72       0,21,38,35,10,0,36,64,58,64,58,6,64,32,0,19,64,24,64,16,0,0,64,32,64,16,0,0,64,30,64,12,0,2,64,26,64,14,0,6,64,26,64,13,0,8,64,24,64,16,0,7,64,24,64,47,19,41,62,9,33,64,64,59,20,0,0,6,13,3,0,9
73       4,8,8,4,0,0,40,64,64,63,43,5,40,44,3,12,52,41,40,38,0,0,22,56,40,34,0,0,36,51,40,58,40,52,64,19,40,51,32,34,58,39,40,35,0,0,26,56,40,32,0,0,18,56,40,31,0,0,21,51,40,47,32,35,59,29,17,32,32,32,24,0
74       0,0,7,10,0,0,3,45,64,64,52,8,37,59,15,15,58,47,54,42,0,0,40,56,56,40,0,0,40,56,56,40,0,0,40,56,58,40,0,0,40,56,56,38,0,0,40,56,56,32,0,0,32,56,53,45,0,1,50,46,23,64,52,55,61,13,0,16,32,31,9,0
75       0,0,3,26,3,0,0,2,49,64,30,0,0,38,64,36,1,0,12,64,45,0,0,0,39,64,41,27,6,0,53,64,64,64,59,10,62,53,7,11,60,45,64,32,0,0,47,56,64,32,0,0,40,56,60,44,0,1,53,52,29,64,49,56,64,27,0,23,32,32,22,0
76       31,32,32,39,40,16,64,61,56,56,56,27,64,32,0,0,0,0,64,32,0,0,0,0,64,53,55,48,22,0,61,64,44,48,64,24,3,15,0,0,54,46,0,0,0,0,48,48,17,8,0,0,48,48,63,36,0,5,57,42,32,64,50,58,63,14,0,21,32,32,11,0
77       0,16,29,26,5,0,18,63,52,56,58,5,48,43,0,3,60,27,55,32,0,0,56,32,42,50,1,11,63,19,12,64,61,64,54,0,39,58,22,28,63,15,55,32,0,0,47,31,56,24,0,0,40,38,49,38,0,3,55,25,17,63,48,57,54,3,0,12,31,26,4,0
78       2,16,53,37,0,0,0,2,64,63,2,0,0,14,64,64,16,0,0,25,64,64,29,0,0,39,58,56,39,0,0,49,50,42,51,0,0,62,36,30,64,3,15,64,21,21,64,16,24,64,64,64,64,29,32,64,39,24,58,39,42,49,1,0,45,52,12,11,0,0,12,14
79       0,0,38,39,0,0,0,3,64,64,3,0,0,13,64,64,14,0,0,28,64,64,27,0,0,37,61,58,39,0,0,52,50,45,51,0,0,61,38,28,62,2,9,64,26,17,64,13,21,64,61,64,64,25,32,63,33,35,62,39,45,52,0,0,46,50,22,21,0,0,15,25
80       0,19,43,42,12,0,19,64,43,49,61,8,45,39,0,1,59,34,61,36,0,0,56,35,34,55,12,20,63,14,10,64,64,64,53,0,42,52,10,16,62,21,62,27,0,0,43,39,60,24,0,0,46,36,42,46,2,14,60,20,8,54,64,64,45,0,0,2,14,11,0,0
81       46,56,51,50,10,0,64,37,24,36,61,7,64,14,0,0,50,28,64,16,0,0,56,32,64,13,0,0,50,30,64,13,0,0,56,32,64,14,0,0,56,32,64,14,0,0,58,31,64,13,0,0,56,25,64,11,0,8,63,24,64,59,54,62,57,5,29,32,32,25,5,0
82       49,49,49,37,3,0,64,25,24,47,47,0,62,0,0,3,59,10,61,0,0,1,61,23,64,20,17,42,55,3,64,64,64,64,42,0,64,8,4,19,64,13,64,2,0,0,60,18,61,0,0,0,52,19,63,1,0,3,60,13,64,51,48,56,47,0,28,32,32,24,3,0
83       0,0,33,51,2,0,0,26,64,49,2,0,14,63,55,3,0,0,48,64,12,0,0,0,64,64,55,47,10,0,64,63,48,60,58,5,64,23,0,15,64,29,64,8,0,3,64,32,64,9,0,5,64,32,64,32,0,29,64,24,42,64,63,64,57,3,0,23,32,29,5,0
84       0,0,32,44,2,0,0,29,64,51,3,0,12,62,54,3,0,0,39,64,11,0,0,0,62,64,56,51,12,0,64,62,42,58,61,9,64,25,0,12,64,33,64,14,0,5,64,40,64,12,0,1,64,38,64,31,0,31,64,28,40,64,60,64,56,5,1,23,32,29,5,0
85       63,64,64,64,63,15,64,40,24,24,24,6,64,26,0,0,0,0,64,34,19,9,0,0,64,64,64,63,39,1,41,48,19,32,64,27,0,0,0,0,58,43,0,0,0,0,54,42,38,12,0,0,57,40,60,46,2,24,64,32,25,63,64,64,57,7,0,11,26,23,3,0
86       0,14,37,35,8,0,14,63,53,57,61,7,43,44,0,3,56,31,48,33,0,0,46,36,38,53,5,12,60,22,4,64,64,64,55,0,36,55,20,24,63,23,56,27,0,0,43,42,56,24,0,0,40,44,49,42,0,3,56,29,14,61,58,62,53,3,0,7,23,19,1,0
87       0,2,24,37,10,0,17,60,52,56,61,8,45,41,0,3,60,30,48,32,0,0,49,32,38,53,6,17,62,21,9,64,64,64,55,0,41,54,18,27,63,21,58,23,0,0,46,39,62,18,0,0,44,40,51,40,1,7,59,26,17,62,59,62,52,2,0,9,24,19,1,0
88       0,0,2,32,6,0,0,1,47,64,22,0,0,40,64,29,0,0,14,64,34,0,0,0,44,64,44,38,17,0,61,64,64,64,63,12,64,39,2,20,64,37,64,17,0,0,59,40,64,21,0,0,58,39,64,50,13,27,64,28,41,64,64,64,52,3,1,25,32,27,3,0
89       60,64,58,43,45,9,64,50,40,42,47,9,64,24,0,0,0,0,64,28,16,10,0,0,64,64,64,64,43,1,49,54,20,34,64,23,0,0,0,0,51,38,0,0,0,0,48,40,53,21,0,0,51,37,55,58,23,36,64,22,15,58,64,64,40,0,0,3,15,7,0,0
90       0,0,26,45,5,0,0,25,64,54,5,0,7,61,54,6,0,0,36,64,22,3,0,0,58,64,64,62,33,0,64,61,39,53,64,15,64,23,0,5,64,31,64,16,0,0,64,32,64,28,0,4,64,30,60,63,40,54,64,11,21,59,64,61,27,0,0,3,18,4,0,0
91       33,48,48,48,49,35,48,56,40,40,40,24,54,40,0,0,0,0,54,41,4,3,0,0,56,64,64,63,43,3,47,59,28,35,64,39,0,0,0,0,44,54,0,0,0,0,40,56,26,17,0,0,40,53,60,48,1,2,52,42,29,64,59,60,58,9,0,16,32,29,5,0
92       47,48,48,57,57,15,64,33,28,39,63,14,64,8,0,0,44,36,64,10,0,0,40,40,64,16,0,0,40,40,64,16,0,0,40,40,64,14,0,0,40,40,64,16,0,0,40,40,64,14,0,0,40,40,64,17,0,7,53,35,64,60,56,61,57,7,10,16,18,21,3,0
93       47,48,48,48,48,17,64,54,47,48,48,21,64,24,0,0,0,0,64,24,7,1,0,0,64,64,64,62,32,0,53,58,30,36,64,23,0,3,0,0,48,40,0,0,0,0,48,40,45,14,0,0,46,43,58,40,1,14,60,35,19,62,64,64,58,7,0,11,32,31,7,0
94       0,0,6,43,6,0,0,3,54,64,27,0,0,40,64,26,0,0,12,64,36,0,0,0,37,64,47,42,19,0,53,64,57,56,64,18,64,47,1,2,51,48,64,32,0,0,40,56,64,32,0,0,40,56,54,50,3,12,58,48,15,63,64,64,62,16,0,11,32,32,10,0
95       0,0,9,44,9,0,0,3,53,64,29,0,0,40,64,28,0,0,12,64,42,0,0,0,36,64,47,38,13,0,53,64,58,58,63,18,63,48,2,2,51,49,64,32,0,0,40,56,63,32,0,0,40,56,51,51,3,14,57,49,16,63,64,64,63,14,0,10,32,32,13,0
