531       3,41,51,45,18,0,42,64,60,59,64,24,52,55,6,3,56,54,1,4,0,0,54,56,0,0,0,28,64,44,0,0,9,62,62,10,0,1,51,64,27,0,0,29,64,48,0,0,9,63,61,10,0,0,49,64,25,0,0,0,64,64,52,50,48,37,28,32,32,32,32,27
532       42,56,56,53,22,0,56,32,16,23,61,13,56,16,0,0,41,32,63,12,0,0,46,28,64,35,24,38,59,4,59,60,54,60,54,2,58,11,0,3,53,25,64,8,0,0,40,32,64,8,0,0,42,32,64,8,0,3,56,17,64,54,48,60,40,0,20,24,23,11,0,0
533       31,40,38,29,5,0,56,47,40,50,54,4,59,12,0,1,51,24,64,8,0,0,42,30,64,19,8,21,62,11,64,64,64,64,51,0,64,18,8,20,61,13,64,8,0,0,41,30,64,8,0,0,42,30,64,8,0,1,55,19,64,46,40,54,49,1,31,32,32,21,1,0
534       10,55,64,60,25,0,51,63,42,53,63,10,59,27,0,3,61,29,0,0,0,13,64,25,0,0,3,56,62,7,0,0,37,64,31,0,0,19,64,52,1,0,4,57,63,12,0,0,39,64,34,0,0,0,64,63,30,24,24,11,64,64,64,64,64,32,24,32,32,24,24,11
535       2,31,48,46,22,0,42,64,43,39,64,31,34,45,0,0,53,56,0,0,0,2,61,56,0,0,0,37,64,40,0,0,16,63,60,5,0,3,55,64,22,0,0,37,64,46,0,0,17,63,60,7,0,0,56,64,37,22,17,11,64,64,64,64,64,55,11,16,24,24,24,20
536       0,20,38,39,15,0,35,61,35,39,63,15,61,25,0,0,47,38,64,16,0,0,40,40,64,16,0,0,40,40,64,16,0,0,46,40,64,16,0,0,48,40,64,16,0,0,48,40,64,19,0,0,48,40,59,51,24,31,63,33,31,64,64,64,58,7,0,18,32,29,6,0
537       1,32,55,50,30,0,34,64,43,48,64,28,46,43,11,9,48,51,0,0,0,0,46,53,0,0,0,27,64,34,0,0,8,60,53,1,0,0,50,63,13,0,7,26,64,36,0,0,9,61,54,2,0,0,50,63,15,13,0,0,59,64,62,64,60,51,31,32,32,32,32,27
538       0,27,53,52,26,0,27,63,36,42,64,24,52,34,0,0,46,45,56,25,0,0,35,52,56,27,0,0,32,52,56,30,0,0,32,54,56,28,0,0,32,56,56,32,0,0,32,56,54,32,0,0,34,56,44,50,3,3,52,43,17,63,58,59,61,13,0,11,30,30,10,0
539       7,50,64,64,52,6,38,64,39,45,64,43,42,41,0,0,47,56,0,0,0,0,50,55,0,0,0,23,64,35,0,0,6,60,55,16,0,0,54,64,18,0,0,20,64,38,0,0,5,57,56,3,0,0,39,64,18,8,6,3,56,64,64,64,64,55,27,32,32,32,32,27
540       17,61,64,64,51,4,56,58,26,35,64,36,41,25,0,0,47,48,0,0,0,2,57,44,0,18,6,39,64,18,0,0,15,64,42,0,0,2,53,60,11,0,0,36,64,24,0,0,16,63,45,0,0,0,53,64,19,16,12,8,64,64,64,64,64,55,31,32,32,32,25,17
541       63,21,1,1,22,53,35,0,25,27,1,19,29,23,64,64,26,0,64,64,64,64,22,2,64,64,64,43,0,24,64,64,58,6,10,54,64,64,20,0,48,56,64,39,0,26,64,56,56,4,2,55,64,56,16,0,7,12,26,49,16,0,0,0,0,0,9,0,0,0,0,1
542       0,29,52,47,17,0,31,63,45,51,63,15,59,34,0,1,55,39,64,23,0,0,48,40,64,16,0,0,48,40,64,16,0,0,48,40,64,16,0,0,48,40,64,16,0,0,48,40,64,16,0,0,48,40,62,29,0,3,58,30,32,64,50,59,58,6,0,23,32,30,7,0
543       59,23,4,9,40,56,16,0,18,11,0,37,9,29,64,57,6,12,46,64,62,60,4,13,63,61,54,24,1,43,39,40,21,0,23,53,57,61,11,7,43,52,64,36,0,43,64,56,41,2,19,64,64,56,14,4,57,64,64,56,0,4,8,8,8,19,1,0,0,0,0,9
544       32,64,64,64,61,10,60,49,6,23,62,30,64,16,0,0,46,39,64,8,0,0,43,32,64,8,0,0,48,32,64,8,0,2,54,28,64,0,0,0,48,24,64,0,0,0,50,24,64,0,0,5,55,23,62,46,24,54,63,8,47,64,64,64,32,0,2,14,22,7,0,0
545       0,10,35,34,9,0,44,62,46,46,61,12,55,40,2,0,42,43,35,10,0,1,50,47,23,5,17,38,64,26,20,19,10,63,50,1,29,21,51,63,12,0,36,61,64,33,0,0,61,64,54,2,0,0,64,64,16,0,0,0,64,62,40,40,40,29,31,32,32,32,32,23
546       0,41,64,59,62,23,23,62,14,0,31,56,15,24,0,0,2,56,0,0,0,0,20,56,41,4,0,3,55,46,44,52,7,35,63,9,58,32,15,64,34,0,51,9,54,56,2,0,32,49,64,19,0,0,20,64,45,0,0,0,53,64,48,35,33,37,26,32,32,32,32,27
547       10,52,60,64,62,55,51,55,15,15,54,50,45,25,0,0,18,41,48,37,0,0,0,6,48,24,2,0,12,28,48,27,0,3,41,48,48,24,0,0,30,46,48,24,0,0,4,39,44,37,5,0,19,56,26,64,53,28,58,44,1,41,64,64,51,10,0,0,5,7,0,23
548       1,44,64,64,63,18,31,64,34,20,58,55,48,62,8,0,33,55,48,63,8,0,0,0,48,58,2,0,0,0,48,59,1,0,0,6,54,53,0,0,1,5,56,45,0,0,25,55,55,49,0,0,36,56,42,64,38,28,59,52,9,57,64,64,60,14,0,2,15,16,3,0
549       39,64,64,64,45,3,40,33,8,13,51,34,40,24,0,0,24,48,47,24,0,0,36,35,48,52,40,44,62,9,48,52,40,52,63,16,48,24,0,0,45,41,48,24,0,0,24,48,48,24,0,0,24,48,48,24,0,0,37,35,48,52,40,46,58,8,23,32,32,32,8,0
550       0,20,32,23,2,0,46,59,40,57,48,1,64,32,0,6,60,21,64,10,3,2,48,34,64,15,1,0,53,49,64,2,0,0,56,48,64,8,9,0,56,49,64,12,0,0,56,47,64,8,0,0,56,48,64,28,0,7,62,40,52,64,58,61,54,6,4,28,32,28,3,0
551       0,22,40,40,37,5,29,61,36,44,63,41,59,29,1,4,39,50,64,19,0,0,32,48,64,16,0,0,32,50,64,16,0,0,32,54,64,16,0,0,32,48,64,14,0,0,32,48,64,11,0,0,39,47,58,46,3,3,55,35,20,63,59,60,52,5,0,8,24,19,1,0
552       0,36,63,64,59,15,20,62,13,1,41,54,33,48,0,0,19,56,40,42,0,0,16,56,40,44,0,0,11,56,45,46,0,0,8,56,42,44,0,0,8,56,45,47,0,0,15,56,50,49,0,0,17,56,40,63,15,0,44,56,15,64,64,62,64,34,7,32,32,32,24,0
553       2,47,64,64,57,14,30,60,16,13,54,50,40,41,0,0,28,56,40,40,0,0,19,56,40,40,0,0,16,56,43,40,0,0,16,56,43,40,0,0,16,56,42,40,0,0,16,56,40,40,0,0,19,56,35,56,6,1,46,55,11,63,61,59,64,32,0,17,32,32,26,0
554       3,47,64,64,64,37,36,64,53,21,54,56,24,51,22,0,28,56,0,0,0,0,44,56,0,0,0,22,64,52,0,0,3,55,63,30,0,0,37,64,25,0,0,15,64,42,0,0,7,56,57,5,0,0,41,64,41,14,13,9,55,64,64,64,64,56,17,24,24,24,24,20
555       27,55,64,63,34,0,64,49,12,28,64,19,64,13,0,0,45,35,64,10,0,0,40,32,64,8,0,0,40,32,64,8,0,0,40,32,64,8,0,0,40,32,64,8,0,0,40,32,64,9,0,0,43,32,61,39,4,29,64,26,34,64,63,64,59,4,0,24,32,31,8,0
556       31,61,64,63,37,1,64,44,11,24,63,26,64,6,0,0,42,40,64,6,0,0,42,40,64,5,0,0,40,40,64,6,0,0,32,40,64,4,0,0,34,46,64,0,0,0,40,43,64,2,0,0,48,41,64,34,0,15,64,32,42,64,55,62,61,7,2,28,32,32,10,0
557       9,51,64,64,40,1,47,41,2,7,55,29,64,9,0,0,26,47,64,8,0,0,24,48,64,8,3,20,39,48,64,8,31,58,51,39,64,8,28,58,47,37,64,8,6,18,38,40,64,8,0,0,24,40,59,20,0,0,45,35,26,61,35,45,61,8,0,19,32,31,8,0
558       5,49,64,64,59,18,37,61,20,3,38,56,44,42,0,0,9,56,42,40,0,0,8,56,40,37,0,0,8,56,40,32,0,0,12,56,40,34,0,0,8,56,48,34,0,0,8,56,59,41,0,0,17,56,39,63,22,12,57,55,10,62,64,64,63,23,13,29,29,32,13,0
559       26,56,48,51,30,1,32,50,16,23,54,38,32,40,0,0,13,56,32,40,0,0,17,55,32,50,24,29,58,30,32,61,48,55,64,14,32,40,0,0,39,47,32,40,0,0,12,56,32,40,0,0,13,56,32,40,0,0,35,45,32,56,40,45,61,13,15,32,32,31,10,0
560       0,25,64,64,56,19,12,63,47,24,50,56,28,64,4,0,10,56,29,64,0,0,8,56,32,64,0,0,8,56,32,63,0,0,8,56,32,56,0,0,8,56,32,56,0,0,8,56,32,56,0,0,11,56,27,64,19,2,40,56,4,56,64,64,64,34,0,5,29,32,20,0
561       23,64,64,64,55,13,32,43,0,1,37,53,32,40,0,0,3,56,32,40,0,0,14,56,32,53,32,34,59,34,33,55,46,49,63,17,40,32,0,0,23,53,40,32,0,0,8,56,40,32,0,0,8,56,40,30,0,0,26,52,40,55,40,45,62,19,14,24,32,28,10,0
562       9,58,64,64,64,38,45,64,55,25,62,56,64,61,6,0,23,55,64,49,9,0,0,0,64,46,0,0,0,0,63,52,3,0,0,0,59,40,0,0,0,0,59,40,0,0,0,0,56,42,0,0,16,23,54,62,17,10,57,51,19,63,64,64,63,19,0,17,32,32,15,0
563       52,64,64,63,38,1,56,27,8,16,56,31,56,16,0,0,28,46,56,16,0,0,35,43,51,37,30,38,62,14,54,50,47,52,60,6,53,16,0,0,42,39,53,16,0,0,24,48,50,16,0,0,24,43,50,16,0,0,42,34,48,53,48,55,53,5,11,16,16,14,2,0
564       37,62,64,64,63,23,59,61,48,52,64,51,64,50,1,0,44,53,64,46,0,0,0,0,64,37,0,0,0,0,64,31,4,0,0,0,64,32,0,0,0,0,64,26,0,0,0,0,64,22,0,0,23,26,59,50,6,11,59,36,27,64,62,64,58,8,0,11,24,22,5,0
565       48,56,56,54,24,0,56,25,10,23,61,19,56,16,0,0,35,38,56,16,0,0,38,38,56,35,24,34,62,14,56,53,48,54,56,3,56,16,0,0,44,36,56,16,0,0,24,48,52,16,0,0,24,45,56,16,0,0,37,37,48,50,43,48,60,10,17,24,24,22,6,0
566       57,64,64,64,64,48,64,64,62,62,64,51,64,58,35,30,49,46,64,52,0,0,1,7,64,40,0,0,0,0,64,32,2,0,2,0,64,20,1,0,0,0,64,25,0,0,0,0,64,21,0,0,27,29,57,55,8,7,55,40,26,64,64,64,61,11,0,14,32,31,11,0
567       7,35,64,64,57,10,26,63,29,21,54,50,47,39,0,0,20,56,54,32,0,0,16,56,56,32,0,0,16,56,56,26,0,0,19,56,56,24,0,0,24,56,56,24,0,0,24,56,56,31,0,0,26,56,49,55,12,19,56,40,14,61,64,64,53,6,0,6,24,20,2,0
568       0,39,64,64,63,39,26,63,28,18,50,56,44,50,0,0,18,56,48,55,0,0,16,56,56,48,0,0,16,56,56,38,0,0,24,56,56,29,0,0,24,56,61,30,0,0,24,56,60,33,0,0,32,53,49,55,14,18,60,37,13,59,64,64,49,5,0,3,16,13,0,0
569       0,7,28,31,8,0,32,62,62,62,61,14,57,46,3,7,58,44,64,21,0,0,34,50,64,16,0,0,34,48,64,16,0,0,38,48,64,16,0,0,40,48,64,16,0,0,40,48,64,16,0,0,40,48,64,32,0,3,55,39,46,64,55,58,61,13,3,26,32,32,12,0
570       9,49,63,59,29,0,57,60,39,52,64,15,64,14,0,4,56,31,64,0,0,0,46,28,64,0,0,0,48,32,62,0,0,0,48,25,58,0,0,0,48,24,64,0,0,0,48,32,64,0,24,29,52,27,63,31,18,64,64,13,28,63,61,64,61,4,0,8,19,14,22,5
571       22,55,64,60,63,10,61,58,35,55,64,20,64,14,0,12,62,42,64,0,0,0,52,38,64,2,0,0,57,33,58,1,0,0,54,33,56,0,0,0,56,30,56,0,0,0,56,26,57,0,0,0,53,26,64,28,7,29,64,14,40,64,64,64,35,0,0,12,24,10,0,0
572       0,24,57,63,47,9,15,63,27,15,49,50,32,45,0,0,11,56,38,40,0,0,8,56,40,40,0,0,8,56,40,40,0,0,8,56,40,40,0,0,8,56,40,40,0,0,8,56,40,41,2,45,43,56,27,63,25,41,64,54,2,52,64,64,64,49,0,1,20,24,20,20
573       25,40,40,31,6,0,48,45,32,42,61,9,48,24,0,0,38,39,48,29,0,0,29,46,45,41,16,25,61,22,40,62,56,60,61,6,40,33,0,2,47,38,40,39,0,0,20,54,33,40,0,0,21,56,32,40,0,0,38,47,32,61,40,49,61,13,13,32,32,28,9,0
574       8,52,64,64,58,7,44,58,19,17,59,40,61,24,0,0,27,55,64,20,0,0,24,56,64,16,0,0,24,56,64,21,0,0,21,56,62,19,0,0,21,56,56,20,0,0,16,56,60,18,0,0,16,56,52,39,0,2,39,53,23,64,54,59,63,21,0,17,32,32,15,0
575       5,49,60,56,43,8,9,61,49,34,56,51,35,52,1,0,17,56,42,40,0,0,16,56,48,38,0,0,16,56,50,32,0,0,24,56,58,26,0,0,30,54,64,24,0,0,35,48,64,17,0,0,40,40,63,24,0,6,57,33,43,63,50,58,54,4,1,25,32,27,2,0
576       0,10,34,34,11,0,20,62,49,51,63,19,47,43,0,0,46,52,48,38,0,0,32,56,48,40,0,0,36,54,48,40,0,0,40,56,48,40,0,0,40,48,48,32,0,0,40,48,48,33,0,0,40,48,45,56,3,6,58,40,17,63,57,60,61,13,0,15,32,32,11,0
577       0,11,31,30,9,0,18,63,49,53,61,18,48,41,0,1,50,51,48,33,0,0,40,51,48,35,0,0,40,50,48,35,0,0,40,56,51,40,0,0,40,53,52,40,0,0,40,48,54,40,0,0,40,49,45,55,1,6,58,34,17,63,54,61,60,8,0,13,32,31,8,0
578       0,26,47,48,30,3,30,64,43,34,61,43,55,45,0,0,23,56,58,32,0,0,24,56,51,32,0,0,18,56,48,32,0,0,16,56,52,32,0,0,16,56,57,32,0,0,16,56,49,33,0,0,19,56,40,59,8,3,51,54,11,60,64,64,63,20,0,6,30,32,14,0
579       20,40,45,43,24,0,40,43,16,20,54,30,40,32,0,0,19,48,40,32,0,0,30,43,40,49,37,44,63,15,40,55,40,48,64,21,46,32,0,0,38,47,48,32,0,0,18,56,48,32,0,0,22,54,48,33,0,4,46,37,48,63,61,64,48,3,11,16,16,13,0,0
580       39,40,40,31,4,0,64,35,32,47,57,5,64,0,0,0,51,28,64,8,0,0,43,29,64,23,16,28,60,9,64,58,56,64,50,1,64,8,0,12,60,22,64,8,0,0,41,38,64,8,0,0,34,40,63,12,0,0,45,30,56,47,40,46,58,5,25,30,32,28,6,0
581       2,46,64,64,59,11,30,61,26,19,54,46,52,34,0,0,22,56,53,24,0,0,17,56,53,27,0,0,22,56,55,27,0,0,16,56,50,24,0,0,24,56,56,24,0,0,19,56,49,35,0,0,25,56,43,56,19,21,54,43,12,59,64,64,57,9,0,5,22,24,2,12
582       0,13,45,51,40,8,7,61,48,28,55,50,25,56,1,0,12,56,32,48,0,0,4,56,32,41,0,0,8,56,32,40,0,0,13,56,34,40,0,0,12,56,32,40,0,0,22,56,36,49,0,0,31,56,34,63,11,2,53,55,11,63,64,62,64,33,0,16,32,32,23,0
583       0,18,32,35,11,0,41,64,58,62,63,20,56,42,0,2,47,45,62,19,0,0,25,51,60,16,0,0,29,53,61,55,3,0,24,52,56,20,0,0,23,56,56,24,0,0,21,56,56,22,0,0,24,52,49,43,7,1,44,50,19,63,57,59,63,19,0,13,32,31,12,0
584       1,32,48,46,23,0,36,64,45,51,64,36,56,38,0,1,58,48,54,39,0,0,43,49,50,32,0,0,29,56,54,30,0,0,22,56,52,25,0,0,16,56,46,30,0,0,26,56,40,51,0,0,34,55,38,64,52,46,64,39,5,41,60,60,42,3,0,0,0,0,0,0
585       5,44,60,64,44,4,39,60,26,24,59,35,57,29,0,0,39,52,56,24,0,0,29,56,50,26,0,0,30,56,52,25,0,0,23,56,53,24,0,0,22,56,50,24,0,0,26,56,46,45,1,1,47,54,19,64,61,59,64,29,0,21,44,45,25,0,0,0,0,0,0,0
586       0,23,50,52,29,1,19,64,46,40,63,33,44,43,0,0,31,55,48,38,0,0,24,56,48,40,0,0,24,56,48,40,0,0,24,56,48,40,0,0,24,56,48,40,0,0,24,56,48,40,0,0,24,56,39,50,1,0,31,55,15,63,55,47,63,34,0,15,32,32,26,1
587       18,64,64,64,58,7,58,51,9,19,61,39,64,16,0,0,34,48,64,16,0,0,32,48,64,9,0,0,32,48,64,11,2,0,27,48,64,15,0,0,29,51,64,12,0,0,25,48,64,16,0,7,29,48,51,52,22,27,61,31,14,57,64,63,40,1,7,28,18,4,0,0
588       0,31,64,64,64,46,16,63,58,37,51,56,47,64,8,0,5,55,25,60,0,0,0,45,27,56,0,0,0,43,21,63,0,0,0,43,16,64,0,0,0,40,16,64,0,0,0,45,16,64,0,0,0,48,10,64,34,9,31,56,0,37,64,64,63,36,0,0,11,24,11,0
589       1,44,64,64,64,31,15,64,44,26,54,56,24,64,40,0,16,56,24,64,55,7,0,6,26,64,35,0,0,0,32,64,24,0,0,0,32,64,8,0,6,33,29,64,7,0,16,56,26,64,12,0,27,56,13,64,49,40,60,56,0,34,63,64,63,26,0,0,8,20,7,0
590       0,9,37,43,14,0,14,62,63,63,63,24,43,55,6,3,46,54,48,40,0,0,21,56,48,37,0,0,16,56,48,32,0,0,16,56,44,32,0,0,16,56,40,35,0,0,16,56,37,32,2,16,15,56,31,51,3,53,62,54,3,53,57,59,64,38,0,0,20,26,20,22
591       24,40,40,58,54,13,40,49,32,41,60,7,40,32,0,0,45,29,40,32,0,0,40,31,40,43,16,31,62,12,44,61,54,63,47,0,48,26,0,11,60,22,48,24,0,0,35,40,48,24,0,0,36,38,48,25,0,18,61,16,47,64,64,62,27,0,3,8,8,2,22,4
592       0,20,47,47,32,1,12,64,64,64,64,40,42,63,17,5,55,56,48,56,0,0,30,55,48,59,5,0,0,0,49,52,3,0,0,0,48,50,0,0,0,0,52,48,0,0,1,0,51,48,0,0,32,55,36,61,16,7,57,54,9,61,64,64,64,31,0,8,32,32,21,0
593       0,43,64,64,64,22,21,64,41,27,61,54,39,54,1,0,24,48,47,48,0,0,0,0,43,51,0,0,0,0,48,48,0,0,0,0,50,44,0,0,0,0,56,40,0,0,24,44,53,51,0,0,43,55,46,63,37,47,64,42,18,64,64,64,54,5,19,32,32,32,23,0
594       15,32,32,30,9,0,32,56,40,44,62,17,32,40,0,0,30,49,32,40,0,0,23,52,32,47,16,23,58,28,32,62,56,60,64,8,32,40,0,2,47,38,40,40,0,0,25,51,38,40,0,0,25,53,40,40,0,1,48,38,40,59,48,55,58,7,18,30,31,22,4,0
595       1,28,51,64,46,2,43,64,54,58,64,32,64,49,0,6,61,43,64,46,0,0,13,7,64,38,0,0,0,0,64,28,0,0,0,0,64,34,0,0,0,0,64,38,0,0,13,9,64,41,0,7,64,48,63,56,25,23,64,34,37,64,64,64,57,4,1,27,32,31,7,0
596       8,47,60,63,40,3,55,64,55,48,64,42,64,48,6,0,50,56,64,41,0,0,9,17,64,31,0,0,0,0,64,36,0,0,0,0,64,42,0,0,0,0,64,31,0,0,0,0,64,52,0,0,21,28,56,59,20,13,56,48,32,64,64,64,64,25,18,29,32,32,21,0
597       24,56,64,64,47,10,54,63,35,41,64,53,64,56,3,5,54,55,64,44,0,0,7,9,64,50,1,4,0,0,64,47,0,0,0,0,64,49,0,0,0,0,64,41,0,0,0,0,64,46,0,0,22,29,60,56,19,14,63,41,36,64,64,64,61,14,9,23,32,32,14,0
598       16,57,64,64,64,25,55,64,50,60,64,37,64,44,0,3,52,42,64,29,0,0,4,4,64,28,0,0,0,0,60,24,0,0,0,0,64,24,0,0,0,0,64,28,0,0,18,28,64,33,0,0,40,55,53,58,11,16,59,45,22,63,64,64,61,36,0,12,30,24,26,16
599       29,40,40,38,16,0,48,48,32,39,62,17,48,24,0,0,37,45,48,24,0,0,36,43,48,45,24,34,62,15,48,55,48,57,62,10,48,24,0,2,50,37,48,24,0,0,26,48,48,24,0,0,28,48,48,25,0,2,49,34,48,61,56,61,48,3,5,15,16,11,0,0
600       29,40,40,37,13,0,48,45,25,38,62,14,48,24,0,0,37,42,48,24,0,0,35,43,48,43,24,35,62,15,48,57,48,57,61,6,48,24,0,1,49,35,48,24,0,0,29,48,48,24,0,0,30,46,48,32,0,5,53,31,48,61,56,61,49,3,13,19,16,14,1,0
601       34,40,40,38,12,0,56,41,32,40,63,16,56,16,0,0,38,43,63,10,0,0,31,46,64,9,0,18,59,26,64,64,64,64,52,0,64,15,6,14,57,21,64,1,0,0,34,40,64,0,0,0,38,40,64,0,0,0,45,32,64,25,24,39,61,10,31,32,32,32,12,0
602       0,4,8,4,0,0,10,59,64,63,34,0,51,46,10,24,64,17,64,17,0,0,56,24,64,16,0,0,56,24,64,16,0,0,56,24,64,16,0,0,56,24,64,16,11,1,56,24,64,14,55,32,56,24,64,13,22,63,64,23,52,49,23,62,62,7,10,32,32,32,31,0
603       0,10,32,30,10,0,10,61,56,52,63,16,38,50,1,0,43,45,48,32,0,0,32,48,48,32,0,0,32,48,48,32,0,0,32,48,48,32,0,0,32,48,48,32,26,17,32,44,48,28,26,58,40,40,49,34,1,54,64,38,23,63,43,58,64,16,0,20,32,32,32,13
604       3,42,62,56,19,0,40,54,21,35,63,9,56,20,0,0,51,29,56,16,0,0,48,32,56,16,0,0,48,32,56,16,0,0,48,32,56,16,0,0,42,32,56,18,33,17,40,32,56,24,26,55,47,32,51,33,1,55,64,30,22,63,45,61,64,13,0,18,32,32,32,11
605       0,6,27,38,24,0,12,61,64,59,64,37,40,59,17,1,49,56,48,42,0,0,13,36,50,40,0,0,0,10,54,42,0,0,0,0,45,40,0,0,0,0,46,40,0,0,6,18,44,40,0,0,13,56,36,56,16,3,52,56,4,54,64,64,64,32,0,4,25,31,15,0
606       0,5,29,30,8,0,8,58,54,52,61,13,37,47,0,0,41,45,40,37,0,0,32,48,40,38,0,0,32,48,41,38,0,0,32,48,48,40,0,0,32,48,46,33,25,24,32,48,40,32,12,61,48,48,35,49,1,41,64,39,6,54,55,57,64,21,0,3,22,21,25,16
607       39,32,32,33,49,56,8,7,16,13,0,31,8,32,64,64,28,5,8,32,64,64,32,0,8,32,64,64,35,0,8,32,64,64,40,2,8,32,64,64,40,0,8,32,64,64,37,0,8,32,64,64,38,0,8,32,60,55,17,11,9,0,0,0,11,47,27,24,24,26,32,28
608       47,36,40,35,44,56,24,1,8,8,1,16,24,15,64,64,40,0,24,16,64,62,48,0,24,16,64,64,48,0,24,16,64,64,48,0,24,16,64,64,46,0,24,16,64,64,48,0,24,16,64,64,48,0,24,16,64,64,36,0,24,1,8,8,0,24,18,8,8,8,19,28
609       20,24,18,16,3,0,64,59,51,56,58,8,64,16,0,1,51,35,64,16,4,17,40,40,64,13,11,21,42,40,64,9,4,2,45,40,64,8,2,1,48,35,64,8,0,0,48,32,64,8,0,0,48,32,64,8,0,3,56,27,64,51,51,58,54,5,15,24,18,15,2,0
610       10,42,61,64,56,8,32,64,58,46,63,53,45,55,16,3,35,51,53,38,2,0,8,20,56,28,0,0,0,0,56,25,0,0,0,0,64,16,0,0,0,0,64,19,0,0,15,24,64,16,0,0,34,46,57,53,14,15,53,40,27,64,64,64,58,13,0,13,31,27,6,0
611       14,56,64,60,30,0,60,64,54,63,64,15,64,25,0,27,59,36,64,3,0,0,35,17,64,0,0,0,0,0,64,2,0,16,0,0,64,0,0,0,0,0,64,0,0,0,28,18,64,0,0,0,51,32,64,27,0,11,59,27,53,64,64,64,63,11,9,32,32,32,19,0
612       9,16,16,11,0,0,44,64,64,64,44,1,48,33,0,10,57,24,48,32,0,0,36,40,48,32,0,4,54,30,48,61,56,61,52,2,48,45,24,43,61,10,48,32,0,0,45,41,48,32,0,0,26,48,48,30,0,0,43,39,48,40,22,42,61,9,23,32,32,32,11,0
613       41,56,56,55,32,0,51,38,22,26,58,25,49,24,0,0,33,40,48,24,0,0,32,40,48,25,0,2,48,30,50,64,64,64,53,1,48,40,24,26,57,18,48,24,0,0,33,39,48,24,0,0,32,40,48,24,0,0,36,39,48,45,32,36,63,18,23,32,32,32,15,0
614       21,32,35,35,24,0,48,58,40,42,63,35,48,40,0,0,31,56,48,40,0,0,24,56,48,41,0,0,24,56,48,41,0,0,24,56,48,40,0,0,24,56,48,40,0,0,24,56,48,40,0,0,26,56,48,47,16,16,50,50,47,64,64,62,49,10,0,0,0,0,0,0
615       45,56,56,53,39,3,56,32,16,22,52,30,56,16,0,0,25,46,56,16,0,0,25,48,56,37,24,29,55,29,56,55,48,50,64,18,55,17,0,0,26,48,48,16,0,0,16,56,48,16,0,0,16,56,48,16,0,0,28,49,50,59,56,56,64,24,18,24,24,24,10,0
616       39,64,64,64,58,20,40,47,15,14,46,54,40,40,0,0,16,56,40,40,0,0,16,56,40,40,0,0,16,56,40,40,0,0,16,56,40,40,0,0,16,56,40,40,0,0,16,56,40,40,0,0,16,56,40,40,0,0,21,56,40,58,41,43,60,36,19,32,32,32,24,1
617       41,48,48,47,33,0,56,37,24,30,61,19,56,16,0,0,41,37,56,16,0,0,40,37,56,27,8,14,56,19,56,64,64,64,47,0,56,29,12,19,59,18,56,16,0,0,40,34,56,16,0,0,40,32,56,16,0,1,50,30,63,55,48,54,57,5,24,24,24,22,4,0
618       41,48,48,48,41,3,56,37,24,27,58,28,56,16,0,0,29,39,56,16,0,0,28,40,56,37,24,26,56,22,56,53,48,54,63,13,56,11,0,0,42,37,56,8,0,0,32,40,56,8,0,0,32,37,56,9,0,0,44,30,61,59,56,58,58,7,13,16,16,15,3,0
619       24,32,32,32,19,0,56,55,45,46,63,19,52,24,0,0,30,44,48,24,0,0,22,48,48,37,16,16,46,36,48,60,56,63,64,18,48,24,0,1,39,46,50,18,0,0,16,48,48,16,0,0,20,48,48,17,0,0,31,45,48,63,58,59,62,17,11,16,16,16,7,0
620       6,30,58,64,52,10,24,64,54,38,59,51,50,54,1,0,17,56,46,42,0,0,4,19,46,46,0,0,0,0,50,46,1,0,0,0,44,46,0,0,0,2,43,41,0,0,14,45,43,44,0,0,15,56,25,62,29,18,52,54,2,48,64,64,63,23,0,0,13,21,6,0
621       24,48,48,48,32,6,32,59,40,40,52,52,32,48,0,0,3,56,32,48,0,0,0,56,32,48,0,0,0,56,32,48,6,0,0,56,32,48,2,0,0,56,32,48,0,0,0,56,32,49,0,0,0,56,32,54,12,14,36,56,32,64,64,64,64,41,9,24,24,24,14,0
622       0,19,41,41,11,0,28,63,39,48,60,6,54,29,0,0,51,29,56,18,0,0,40,32,56,23,0,0,40,32,56,24,0,0,40,32,56,24,0,0,40,32,56,22,32,18,40,32,56,18,24,57,50,32,49,35,0,52,64,27,16,62,56,59,64,13,0,9,29,24,28,14
623       26,32,32,25,3,0,56,56,40,56,55,7,54,35,0,3,53,37,54,32,0,0,33,48,52,36,0,0,32,48,48,32,0,0,32,56,48,32,0,0,32,56,48,36,0,0,32,56,48,40,0,0,32,56,48,40,0,0,49,44,48,53,32,49,62,13,23,32,32,32,11,0
624       0,27,48,41,15,0,28,63,33,36,64,20,56,37,0,0,41,49,63,30,0,0,32,56,56,32,0,0,30,56,56,32,0,0,24,56,56,35,0,0,24,56,53,36,0,0,24,56,53,40,0,0,21,56,44,53,3,0,39,56,11,61,58,56,64,33,0,6,27,32,19,0
625       23,32,32,32,24,1,48,57,48,50,63,29,48,24,0,0,31,50,55,24,0,0,24,56,56,24,0,0,24,56,56,24,0,0,24,56,56,24,0,0,24,54,56,17,0,0,26,48,62,16,0,0,32,48,64,16,0,0,43,42,64,48,44,54,63,17,31,32,32,30,12,0
